Time [sec]	P [h Pa]	T [°C]	U [%]	Wsp [m/s]	Wdir [°]	Lon [°]    	Lat [°]  	Altitude [m]	Geo Pot [m']	MRI   	RI   	Dew [°C]	Vi Te [°C]	Rs [m/s]	D [kg/m3]	Azimuth [°]	Elevation [°]	Range [m]
154       	750.5   	-5.88 	14   	-----    	-----   	-111.872027	40.893025	2677.2      	2676.6      	638.9 	218.6	-29.2   	-5.8      	18.9    	0.978433 	83         	26           	2519     
155       	748.7   	-5.75 	14   	-----    	-----   	-111.872266	40.892954	2700.8      	2700.1      	642.0 	218.0	-29.0   	-5.7      	23.6    	0.975559 	83         	26           	2548     
156       	746.8   	-5.70 	14   	-----    	-----   	-111.872504	40.892884	2717.6      	2716.9      	644.1 	217.4	-29.0   	-5.6      	16.8    	0.972992 	83         	26           	2575     
157       	745.2   	-5.80 	13   	-----    	-----   	-111.872743	40.892813	2734.4      	2733.7      	646.3 	217.0	-29.2   	-5.7      	16.8    	0.971244 	83         	26           	2601     
158       	743.6   	-5.89 	13   	-----    	-----   	-111.872981	40.892742	2751.2      	2750.5      	648.5 	216.6	-29.5   	-5.8      	16.8    	0.969512 	83         	26           	2627     
159       	742.1   	-5.98 	13   	-----    	-----   	-111.873220	40.892671	2768.0      	2767.2      	650.8 	216.2	-29.7   	-5.9      	16.8    	0.967746 	83         	27           	2653     
160       	740.5   	-6.08 	13   	-----    	-----   	-111.873459	40.892601	2784.8      	2784.0      	653.0 	215.8	-29.7   	-6.0      	16.8    	0.966027 	82         	27           	2679     
161       	738.9   	-6.18 	13   	-----    	-----   	-111.873697	40.892530	2801.6      	2800.8      	655.3 	215.5	-29.8   	-6.1      	16.8    	0.964318 	82         	27           	2706     
162       	737.3   	-6.34 	13   	-----    	-----   	-111.873936	40.892459	2818.3      	2817.6      	657.6 	215.1	-30.0   	-6.3      	16.8    	0.962854 	82         	27           	2732     
163       	736.7   	-6.53 	13   	-----    	-----   	-111.874174	40.892388	2830.1      	2829.3      	659.4 	215.1	-30.2   	-6.5      	11.7    	0.962719 	82         	27           	2756     
164       	736.1   	-6.62 	13   	-----    	-----   	-111.874413	40.892318	2835.6      	2834.8      	660.2 	215.0	-30.3   	-6.6      	5.5     	0.962241 	82         	27           	2777     
165       	735.4   	-6.68 	13   	-----    	-----   	-111.874652	40.892247	2841.1      	2840.3      	660.9 	214.8	-30.5   	-6.6      	5.5     	0.961646 	82         	27           	2799     
166       	734.8   	-6.76 	12   	-----    	-----   	-111.874890	40.892176	2846.6      	2845.8      	661.6 	214.7	-31.1   	-6.7      	5.5     	0.961134 	82         	27           	2820     
167       	734.2   	-6.69 	11   	-----    	-----   	-111.875129	40.892105	2852.1      	2851.3      	662.2 	214.4	-31.8   	-6.6      	5.5     	0.960096 	82         	27           	2841     
168       	733.6   	-6.32 	10   	-----    	-----   	-111.875367	40.892035	2857.6      	2856.8      	662.5 	213.9	-32.4   	-6.3      	5.5     	0.957960 	82         	26           	2862     
169       	733.1   	-5.39 	9    	-----    	-----   	-111.875606	40.891964	2863.1      	2862.3      	662.5 	213.0	-32.7   	-5.3      	5.5     	0.954029 	81         	26           	2884     
170       	732.7   	-4.28 	8    	-----    	-----   	-111.875845	40.891893	2868.6      	2867.8      	662.3 	211.9	-33.0   	-4.2      	5.5     	0.949482 	81         	26           	2905     
171       	732.2   	-3.64 	7    	-----    	-----   	-111.876083	40.891822	2874.1      	2873.3      	662.4 	211.2	-33.8   	-3.6      	5.5     	0.946631 	81         	26           	2926     
172       	731.8   	-3.32 	6    	-----    	-----   	-111.876322	40.891752	2879.6      	2878.8      	662.9 	210.8	-34.9   	-3.3      	5.5     	0.944915 	81         	26           	2948     
173       	731.3   	-3.10 	6    	-----    	-----   	-111.876560	40.891681	2885.1      	2884.3      	663.4 	210.4	-36.1   	-3.1      	5.5     	0.943585 	81         	26           	2969     
174       	730.8   	-2.95 	5    	-----    	-----   	-111.876799	40.891610	2887.2      	2886.4      	663.5 	210.2	-36.3   	-2.9      	2.1     	0.942454 	81         	26           	2989     
175       	730.6   	-2.83 	5    	-----    	-----   	-111.877038	40.891539	2889.5      	2888.7      	663.7 	210.0	-36.5   	-2.8      	2.3     	0.941759 	81         	26           	3009     
176       	730.4   	-2.75 	5    	-----    	-----   	-111.877280	40.891471	2891.8      	2891.0      	663.9 	209.9	-36.7   	-2.7      	2.3     	0.941189 	81         	26           	3029     
177       	730.2   	-2.69 	5    	-----    	-----   	-111.877551	40.891426	2894.2      	2893.3      	664.2 	209.8	-36.9   	-2.7      	2.3     	0.940733 	81         	25           	3051     
178       	730.0   	-2.67 	5    	-----    	-----   	-111.877823	40.891380	2896.5      	2895.7      	664.4 	209.7	-36.9   	-2.6      	2.3     	0.940372 	81         	25           	3074     
179       	729.8   	-2.66 	5    	-----    	-----   	-111.878095	40.891334	2898.8      	2898.0      	664.7 	209.6	-37.1   	-2.6      	2.3     	0.940076 	81         	25           	3096     
180       	729.6   	-2.67 	5    	-----    	-----   	-111.878367	40.891289	2901.2      	2900.3      	665.0 	209.6	-37.2   	-2.6      	2.3     	0.939810 	81         	25           	3118     
181       	729.3   	-2.68 	5    	-----    	-----   	-111.878639	40.891243	2903.5      	2902.7      	665.3 	209.5	-37.3   	-2.6      	2.3     	0.939481 	81         	25           	3140     
182       	729.0   	-2.68 	5    	-----    	-----   	-111.878911	40.891198	2905.8      	2905.0      	665.6 	209.4	-37.4   	-2.6      	2.3     	0.939142 	81         	25           	3163     
183       	728.7   	-2.69 	5    	-----    	-----   	-111.879183	40.891152	2908.7      	2907.9      	666.0 	209.3	-37.4   	-2.7      	2.9     	0.938801 	81         	25           	3185     
184       	728.4   	-2.69 	5    	-----    	-----   	-111.879455	40.891107	2912.2      	2911.4      	666.5 	209.2	-37.5   	-2.7      	3.5     	0.938471 	81         	24           	3208     
185       	728.2   	-2.70 	5    	-----    	-----   	-111.879726	40.891061	2915.7      	2914.9      	666.9 	209.2	-37.5   	-2.7      	3.5     	0.938130 	80         	24           	3231     
186       	727.9   	-2.70 	5    	-----    	-----   	-111.879998	40.891015	2919.3      	2918.4      	667.4 	209.1	-37.6   	-2.7      	3.5     	0.937785 	80         	24           	3253     
187       	727.6   	-2.71 	5    	-----    	-----   	-111.880270	40.890970	2922.8      	2922.0      	667.9 	209.0	-37.6   	-2.7      	3.5     	0.937389 	80         	24           	3276     
188       	727.2   	-2.72 	5    	-----    	-----   	-111.880542	40.890924	2926.3      	2925.5      	668.4 	208.9	-37.7   	-2.7      	3.5     	0.937015 	80         	24           	3299     
189       	726.9   	-2.74 	5    	-----    	-----   	-111.880814	40.890879	2929.9      	2929.0      	668.8 	208.8	-37.8   	-2.7      	3.5     	0.936659 	80         	24           	3322     
190       	726.6   	-2.76 	5    	-----    	-----   	-111.881086	40.890833	2933.4      	2932.5      	669.3 	208.8	-37.9   	-2.7      	3.5     	0.936310 	80         	24           	3345     
191       	726.3   	-2.78 	4    	-----    	-----   	-111.881358	40.890787	2936.9      	2936.1      	669.8 	208.7	-38.1   	-2.7      	3.5     	0.935961 	80         	24           	3368     
192       	726.0   	-2.79 	4    	-----    	-----   	-111.881630	40.890742	2940.5      	2939.6      	670.2 	208.6	-38.3   	-2.8      	3.5     	0.935586 	80         	24           	3391     
193       	725.6   	-2.79 	4    	-----    	-----   	-111.881901	40.890696	2944.5      	2943.7      	670.8 	208.5	-38.4   	-2.8      	4.1     	0.935100 	80         	23           	3414     
194       	725.2   	-2.78 	4    	-----    	-----   	-111.882173	40.890651	2948.6      	2947.8      	671.3 	208.4	-38.6   	-2.7      	4.1     	0.934597 	80         	23           	3437     
195       	724.9   	-2.79 	4    	-----    	-----   	-111.882445	40.890605	2952.7      	2951.9      	671.8 	208.3	-38.7   	-2.8      	4.1     	0.934154 	80         	23           	3460     
196       	724.5   	-2.80 	4    	-----    	-----   	-111.882717	40.890560	2956.7      	2955.9      	672.4 	208.2	-38.9   	-2.8      	4.0     	0.933730 	80         	23           	3483     
197       	724.1   	-2.80 	4    	-----    	-----   	-111.882989	40.890514	2960.6      	2959.7      	672.9 	208.1	-39.1   	-2.8      	3.9     	0.933271 	80         	23           	3506     
198       	723.8   	-2.81 	4    	-----    	-----   	-111.883261	40.890468	2964.5      	2963.6      	673.4 	208.0	-39.2   	-2.8      	3.9     	0.932809 	80         	23           	3529     
199       	723.4   	-2.82 	4    	-----    	-----   	-111.883533	40.890423	2968.3      	2967.4      	673.9 	207.9	-39.3   	-2.8      	3.9     	0.932400 	80         	23           	3552     
200       	723.1   	-2.83 	4    	-----    	-----   	-111.883804	40.890377	2972.2      	2971.3      	674.4 	207.8	-39.4   	-2.8      	3.9     	0.932004 	80         	23           	3576     
201       	722.7   	-2.85 	4    	-----    	-----   	-111.884076	40.890332	2976.0      	2975.1      	674.9 	207.7	-39.4   	-2.8      	3.9     	0.931625 	80         	23           	3599     
202       	722.4   	-2.88 	4    	-----    	-----   	-111.884348	40.890286	2979.7      	2978.8      	675.4 	207.6	-39.5   	-2.8      	3.7     	0.931275 	80         	23           	3622     
203       	722.0   	-2.90 	4    	-----    	-----   	-111.884620	40.890240	2983.4      	2982.5      	675.9 	207.5	-39.5   	-2.9      	3.7     	0.930910 	80         	23           	3645     
204       	721.7   	-2.91 	4    	22.1     	075     	-111.884892	40.890195	2987.1      	2986.2      	676.4 	207.4	-39.6   	-2.9      	3.7     	0.930501 	80         	22           	3668     
205       	721.3   	-2.92 	4    	22.1     	075     	-111.885164	40.890149	2990.8      	2989.9      	676.9 	207.3	-39.6   	-2.9      	3.7     	0.930036 	80         	22           	3691     
206       	720.9   	-2.93 	4    	22.1     	075     	-111.885421	40.890105	2994.5      	2993.6      	677.4 	207.2	-39.7   	-2.9      	3.7     	0.929589 	80         	22           	3713     
207       	720.6   	-2.95 	4    	22.0     	075     	-111.885671	40.890062	2998.9      	2997.9      	678.0 	207.1	-39.7   	-2.9      	4.3     	0.929170 	80         	22           	3734     
208       	720.2   	-2.98 	4    	22.0     	075     	-111.885921	40.890019	3003.2      	3002.3      	678.6 	207.0	-39.8   	-3.0      	4.4     	0.928792 	80         	22           	3756     
209       	719.8   	-3.03 	4    	21.9     	075     	-111.886171	40.889976	3007.6      	3006.7      	679.2 	207.0	-39.8   	-3.0      	4.4     	0.928478 	80         	22           	3778     
210       	719.4   	-3.08 	4    	21.9     	075     	-111.886422	40.889933	3012.0      	3011.0      	679.8 	206.9	-39.9   	-3.0      	4.4     	0.928154 	80         	22           	3799     
211       	719.1   	-3.10 	4    	21.9     	076     	-111.886672	40.889890	3016.3      	3015.4      	680.4 	206.8	-39.9   	-3.1      	4.4     	0.927822 	80         	22           	3821     
212       	718.8   	-3.12 	4    	21.8     	076     	-111.886922	40.889847	3019.8      	3018.9      	680.9 	206.7	-40.0   	-3.1      	3.5     	0.927453 	80         	22           	3842     
213       	718.4   	-3.14 	4    	21.8     	076     	-111.887173	40.889804	3023.3      	3022.3      	681.3 	206.7	-40.1   	-3.1      	3.5     	0.927094 	80         	22           	3864     
214       	718.1   	-3.14 	4    	21.8     	076     	-111.887423	40.889761	3026.7      	3025.8      	681.8 	206.6	-40.1   	-3.1      	3.5     	0.926669 	80         	22           	3885     
215       	717.8   	-3.10 	4    	21.7     	076     	-111.887673	40.889718	3030.2      	3029.2      	682.2 	206.4	-40.2   	-3.1      	3.5     	0.926117 	80         	22           	3906     
216       	717.5   	-3.05 	4    	21.7     	076     	-111.887923	40.889675	3033.6      	3032.7      	682.6 	206.3	-40.2   	-3.0      	3.5     	0.925537 	80         	22           	3928     
217       	717.2   	-3.04 	4    	21.7     	076     	-111.888174	40.889632	3037.1      	3036.1      	683.0 	206.2	-40.3   	-3.0      	3.5     	0.925092 	80         	22           	3949     
218       	716.9   	-3.03 	4    	21.6     	076     	-111.888424	40.889589	3040.4      	3039.4      	683.5 	206.1	-40.4   	-3.0      	3.3     	0.924678 	80         	22           	3970     
219       	716.5   	-3.01 	4    	21.6     	076     	-111.888674	40.889546	3043.7      	3042.8      	683.9 	206.0	-40.4   	-3.0      	3.3     	0.924213 	80         	21           	3992     
220       	716.2   	-3.00 	4    	21.6     	076     	-111.888924	40.889503	3047.0      	3046.1      	684.3 	205.9	-40.5   	-3.0      	3.3     	0.923811 	80         	21           	4013     
221       	715.9   	-3.02 	3    	21.5     	077     	-111.889175	40.889460	3050.4      	3049.4      	684.8 	205.8	-40.5   	-3.0      	3.3     	0.923470 	80         	21           	4034     
222       	715.6   	-3.04 	3    	21.5     	077     	-111.889425	40.889416	3053.7      	3052.7      	685.2 	205.8	-40.6   	-3.0      	3.3     	0.923150 	80         	21           	4056     
223       	715.4   	-3.06 	3    	21.5     	077     	-111.889675	40.889373	3056.7      	3055.8      	685.6 	205.7	-40.6   	-3.0      	3.0     	0.922887 	80         	21           	4077     
224       	715.1   	-3.08 	3    	21.4     	077     	-111.889926	40.889330	3059.7      	3058.8      	686.0 	205.7	-40.7   	-3.1      	3.0     	0.922604 	80         	21           	4098     
225       	714.8   	-3.10 	3    	21.4     	077     	-111.890176	40.889287	3062.8      	3061.8      	686.4 	205.6	-40.7   	-3.1      	3.0     	0.922332 	80         	21           	4120     
226       	714.6   	-3.13 	3    	21.3     	077     	-111.890426	40.889244	3065.8      	3064.8      	686.9 	205.5	-40.8   	-3.1      	3.0     	0.922079 	80         	21           	4141     
227       	714.3   	-3.14 	3    	21.3     	077     	-111.890676	40.889201	3068.8      	3067.8      	687.3 	205.5	-40.8   	-3.1      	3.0     	0.921773 	80         	21           	4162     
228       	714.0   	-3.15 	3    	21.3     	077     	-111.890927	40.889158	3071.5      	3070.6      	687.6 	205.4	-40.8   	-3.1      	2.7     	0.921451 	80         	21           	4183     
229       	713.8   	-3.16 	3    	21.2     	077     	-111.891177	40.889115	3073.9      	3073.0      	687.9 	205.3	-40.9   	-3.1      	2.4     	0.921214 	80         	21           	4204     
230       	713.6   	-3.17 	3    	21.2     	077     	-111.891427	40.889072	3076.4      	3075.4      	688.3 	205.3	-40.9   	-3.1      	2.4     	0.920958 	80         	21           	4225     
231       	713.4   	-3.17 	3    	21.2     	077     	-111.891677	40.889029	3078.8      	3077.8      	688.6 	205.2	-40.9   	-3.2      	2.4     	0.920717 	80         	21           	4247     
232       	713.2   	-3.18 	3    	21.2     	077     	-111.891928	40.888986	3081.2      	3080.2      	688.9 	205.2	-41.0   	-3.2      	2.4     	0.920468 	80         	21           	4268     
233       	713.0   	-3.19 	3    	21.2     	077     	-111.892178	40.888943	3083.6      	3082.6      	689.2 	205.1	-41.0   	-3.2      	2.4     	0.920224 	80         	20           	4289     
234       	712.8   	-3.21 	3    	21.2     	077     	-111.892428	40.888900	3085.5      	3084.5      	689.5 	205.1	-41.0   	-3.2      	1.9     	0.920009 	80         	20           	4310     
235       	712.6   	-3.22 	3    	21.2     	077     	-111.892679	40.888857	3087.5      	3086.5      	689.8 	205.0	-41.0   	-3.2      	1.9     	0.919841 	80         	20           	4331     
236       	712.4   	-3.24 	3    	21.3     	077     	-111.892922	40.888810	3089.4      	3088.4      	690.0 	205.0	-41.1   	-3.2      	1.9     	0.919675 	80         	20           	4351     
237       	712.3   	-3.24 	3    	21.3     	077     	-111.893163	40.888762	3091.3      	3090.3      	690.3 	205.0	-41.1   	-3.2      	1.9     	0.919487 	80         	20           	4371     
238       	712.1   	-3.25 	3    	21.3     	077     	-111.893404	40.888714	3093.2      	3092.2      	690.5 	204.9	-41.1   	-3.2      	1.9     	0.919288 	80         	20           	4392     
